product_id,product_name,ingredient,amount,unit,url
19473,SmartCombo™ Pellets,Enterococcus faecium,1.5,billion CFU,https://www.smartpakequine.com/ps/smartcombo-pellets-9473
19473,SmartCombo™ Pellets,Enterococcus lactis,370,million CFU,https://www.smartpakequine.com/ps/smartcombo-pellets-9473
17475,SmartHoof® Ultra Pellets,Crude Protein (Min),21%,,https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Lysine (Min),6.6%,"(2,000 mg)",https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Methionine (Min),15%,"(4,500 mg)",https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Threonine (Min),2.5%,(750 mg),https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Crude Fat (Min),6%,,https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Crude Fiber (Max),13%,,https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Copper (Min),"3,330",ppm (100 mg),https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Zinc (Min),"13,000",ppm (400 mg),https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Vitamin B6 (Min),25,mg,https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Biotin (Min),35,mg,https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
17475,SmartHoof® Ultra Pellets,Ascorbic Acid (Min),200,mg,https://www.smartpakequine.com/ps/smarthoof-ultra-pellets-7475
25595,Smart & Simple® Turmeric Pellets,Turmeric (Curcuma longa),"10,000",mg,https://www.smartpakequine.com/ps/smart-and-simple-turmeric-pellets-15595
24436,SmartOmega 3 & E™ Ultra,Crude Protein (Min),15%,,https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Crude Fat (Min),32%,,https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Crude Fiber (Max),23%,,https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Alpha-Linolenic Acid (an Omega 3 Fatty Acid) (Min),21%,"(6,500 mg)",https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Eicosapentaenoic Acid (EPA) (Min),1.5%,(465 mg),https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Docosahexaenoic Acid (DHA) (Min),1%,(310 mg),https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Oleic Acid (an Omega 9 Fatty Acid) (Min),5%,"(1,600 mg)",https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Linoleic Acid (an Omega 6 Fatty Acid) (Min),4%,"(1,300 mg)",https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
24436,SmartOmega 3 & E™ Ultra,Vitamin E (Min),"1,500",IU,https://www.smartpakequine.com/ps/smartomega-3-and-e-ultra-14436
10034,Apple-A-Day™,"Calcium, Min",5.9%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Calcium, Max",6.9%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Salt, Min",36%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Salt, Max",39%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Sodium, Min",17%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Sodium, Max",21%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Potassium, Min",12%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Magnesium, Min",0.5%,,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Manganese, Min",300,ppm,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Zinc, Min",40,ppm,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Iron, Min",100,ppm,https://www.smartpakequine.com/ps/appleaday-34
10034,Apple-A-Day™,"Copper, Min",10,ppm,https://www.smartpakequine.com/ps/appleaday-34
16312,SmartDigest® Ultra Powder,DVEquine™ Postbiotic (Saccharomyces cerevisiae),"7,000",mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Fructooligosaccharides (FOS),"1,250",mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Mannanoligosaccharides (MOS),"1,050",mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,L-Glutamine,"1,000",mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Kaolin,"1,000",mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Arabinogalactan,700,mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Deglycyrrized Licorice* (Glycyrrhiza glabra),500,mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Psyllium Husk (Plantago ovata),450,mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Fenugreek (Trigonella foenum-graecum),400,mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Oat Beta Glucan,150,mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Apple Fiber,140,mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Citrus Pectin,50,mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Lactobacillus acidophilus,22.5,billion CFU,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Enterococcus faecium,1.5,billion CFU,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Lactobacillus casei,1,billion CFU,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Enterococcus lactis,1,billion CFU,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,Bifidobacterium longum,450,million CFU,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
16312,SmartDigest® Ultra Powder,"Enzase-EQ™ (a proprietary blend of Aspergillus oryzae, Aspergillus niger, Bacillus subtilus and Pancrelipase, supplying Amylase, Protease, Lipase, Cellulase and Lactase enzymes)","1,300",mg,https://www.smartpakequine.com/ps/smartdigest-ultra-powder-6312
10182,Omega Horseshine,"Crude Protein, Min.",20.00%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Crude Fat, Min.",38.00%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Crude Fiber, Max.",15.00%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"ADF, Max.",19.00%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"NDF, Max.",24.00%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,Dietary Starch. Max.,2.30%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Sugar, Max.",3.60%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Calcium, Min.",0.50%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Calcium, Max.",0.55%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Phosphorous, Min.",0.59%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Magnesium, Min.",0.35%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Potassium, Min.",0.74%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Potassium, Max.",0.76%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Copper, Min.",139.00,ppm,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Selenium, Min.",2.70,ppm,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Zinc, Min.",343.00,ppm,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Manganese, Min.",126.00,ppm,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Moisture, Max.",6.80%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Omega-3 Fatty Acids, Min.",18.50%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Omega-6 Fatty Acids, Min.",6.00%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,"Omega-9 Fatty Acids, Min.",6.00%,,https://www.smartpakequine.com/ps/omega-horseshine-182
10182,Omega Horseshine,Biotin,64.00,mg,https://www.smartpakequine.com/ps/omega-horseshine-182
